"id","submitdate","lastpage","startlanguage","startdate","datestamp","refurl","INSTRUKCJA","LOSUJ","PIERWSZE1[1]","PIERWSZE2[2]","PIERWSZE3[3]","PIERWSZE4[4]","PIERWSZE5[5]","PIERWSZE6[6]","PIERWSZE7[7]","PIERWSZE8[8]","PIERWSZE9[9]","PIERWSZE10[10]","PIERWSZE11[11]","PIERWSZE12[12]","PIERWSZE13[13]","PIERWSZE14[14]","PIERWSZE15[15]","PIERWSZE16[16]","PIERWSZE17[17]","PIERWSZE18[18]","PIERWSZE19[19]","PIERWSZE20[20]","PIERWSZE21[21]","PIERWSZE22[22]","PIERWSZE23[23]","PIERWSZE24[24]","DRUGIE1[1]","DRUGIE2[2]","DRUGIE3[3]","DRUGIE4[4]","DRUGIE5[5]","DRUGIE6[6]","DRUGIE7[7]","DRUGIE8[8]","DRUGIE9[9]","DRUGIE10[10]","DRUGIE11[11]","DRUGIE12[12]","DRUGIE13[13]","DRUGIE14[14]","DRUGIE15[15]","DRUGIE16[16]","DRUGIE17[17]","DRUGIE18[18]","DRUGIE19[19]","DRUGIE20[20]","DRUGIE21[21]","DRUGIE22[22]","DRUGIE23[23]","DRUGIE24[24]","TRZECIE8","TRZECIE9","TRZECIE11","TRZECIE12","TRZECIE14","TRZECIE15","TRZECIE17","TRZECIE18","TRZECIE20","TRZECIE21","TRZECIE23","TRZECIE24","CZWARTE9","CZWARTE8","CZWARTE3","CZWARTE14","CZWARTE15","CZWARTE17","CZWARTE18","CZWARTE20","CZWARTE21","CZWARTE23","CZWARTE24","CZWARTE2","CZWARTE5","CZWARTE6","CZWARTE11","CZWARTE12","PIATE20","PIATE21","PIATE23","PIATE24","G","Y","E","E[other]","F","H","interviewtime","groupTime212","INSTRUKCJATime","groupTime207","LOSUJTime","groupTime206","PIERWSZE1Time","PIERWSZE2Time","PIERWSZE3Time","PIERWSZE4Time","PIERWSZE5Time","PIERWSZE6Time","PIERWSZE7Time","PIERWSZE8Time","PIERWSZE9Time","PIERWSZE10Time","PIERWSZE11Time","PIERWSZE12Time","PIERWSZE13Time","PIERWSZE14Time","PIERWSZE15Time","PIERWSZE16Time","PIERWSZE17Time","PIERWSZE18Time","PIERWSZE19Time","PIERWSZE20Time","PIERWSZE21Time","PIERWSZE22Time","PIERWSZE23Time","PIERWSZE24Time","groupTime208","DRUGIE1Time","DRUGIE2Time","DRUGIE3Time","DRUGIE4Time","DRUGIE5Time","DRUGIE6Time","DRUGIE7Time","DRUGIE8Time","DRUGIE9Time","DRUGIE10Time","DRUGIE11Time","DRUGIE12Time","DRUGIE13Time","DRUGIE14Time","DRUGIE15Time","DRUGIE16Time","DRUGIE17Time","DRUGIE18Time","DRUGIE19Time","DRUGIE20Time","DRUGIE21Time","DRUGIE22Time","DRUGIE23Time","DRUGIE24Time","groupTime209","TRZECIE8Time","TRZECIE9Time","TRZECIE11Time","TRZECIE12Time","TRZECIE14Time","TRZECIE15Time","TRZECIE17Time","TRZECIE18Time","TRZECIE20Time","TRZECIE21Time","TRZECIE23Time","TRZECIE24Time","groupTime210","CZWARTE9Time","CZWARTE8Time","CZWARTE3Time","CZWARTE14Time","CZWARTE15Time","CZWARTE17Time","CZWARTE18Time","CZWARTE20Time","CZWARTE21Time","CZWARTE23Time","CZWARTE24Time","CZWARTE2Time","CZWARTE5Time","CZWARTE6Time","CZWARTE11Time","CZWARTE12Time","groupTime211","PIATE20Time","PIATE21Time","PIATE23Time","PIATE24Time","groupTime213","GTime","YTime","ETime","FTime","HTime"
"489","2015-10-29 12:13:09","8","pl","2015-10-29 12:07:52","2015-10-29 12:13:09","https://www.facebook.com","","5","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","Mężczyzna","1990.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","315.51","15.01","","","","19.73","","","","","","","","","","","","","","","","","","","","","","","","","177.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5","","","","","","","","","","","","","","","","","","","","","","15.59","","","","",""
"491","2015-10-29 12:16:29","8","pl","2015-10-29 12:11:06","2015-10-29 12:16:29","https://www.facebook.com/","","15","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","Mężczyzna","1972.0000000000","Średnie","","Nie","Nie","321.37","19.53","","","","177.69","","","","","","","","","","","","","","","","","","","","","","","","","30.14","","","","","","","","","","","","","","","","","","","","","","","","","31.3","","","","","","","","","","","","","18.32","","","","","","","","","","","","","","","","","","","","","","44.39","","","","",""
"492","2015-10-29 12:15:13","8","pl","2015-10-29 12:13:48","2015-10-29 12:15:13","https://www.facebook.com/","","5","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest w stopniu znikomym zasługą dozorcy.","","","","","","","","Mężczyzna","1995.0000000000","Średnie","","Tak","Tak","83.34","7.84","","","","32.15","","","","","","","","","","","","","","","","","","","","","","","","","17.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.68","","","","","","","","","","","","","","","","","","","","","","15.69","","","","",""
"493","2015-10-29 12:17:59","8","pl","2015-10-29 12:15:29","2015-10-29 12:17:59","","","22","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1994.0000000000","Średnie","","Nie","Nie","147.92","36.85","","","","60.35","","","","","","","","","","","","","","","","","","","","","","","","","17.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.98","","","","",""
"497","2015-10-29 12:21:44","8","pl","2015-10-29 12:19:50","2015-10-29 12:21:44","http://m.facebook.com/","","6","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","Kobieta","1973.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","112.46","5.41","","","","27.07","","","","","","","","","","","","","","","","","","","","","","","","","28.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.33","","","","","","","","","","","","","","","","","","","","","","31.67","","","","",""
"495","2015-10-29 12:23:10","8","pl","2015-10-29 12:17:58","2015-10-29 12:23:10","https://www.facebook.com","","17","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","jest w znacznym stopniu zasługą chłopca.","","","","","","","","","","","jest tylko w pewnym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","Kobieta","1967.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","308.83","18.68","","","","80.35","","","","","","","","","","","","","","","","","","","","","","","","","56.44","","","","","","","","","","","","","","","","","","","","","","","","","25.1","","","","","","","","","","","","","27.64","","","","","","","","","","","","","","","","","","","","","","100.62","","","","",""
"496","2015-10-29 12:20:33","8","pl","2015-10-29 12:18:37","2015-10-29 12:20:33","https://www.facebook.com/","","12","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","","","","","","","","","0.0000000000","","","","","","","","","","","","","","","","nie jest winą robotników.","","","","","","","","","","","","","","","","","","","","","","","","nie jest winą dozorcy.","","","","","Mężczyzna","1986.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","115.34","10.21","","","","20.25","","","","","","","","","","","","","","","","","","","","","","","","","52.97","","","","","","","","","","","","","","","","","","","","","","","","","4.32","","","","","","","","","","","","","11.79","","","","","","","","","","","","","","","","","","","","","","15.8","","","","",""
"500","2015-10-29 12:29:07","8","pl","2015-10-29 12:26:20","2015-10-29 12:29:07","https://www.facebook.com/","","15","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","","","","","","","","Mężczyzna","1966.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","165.12","13.47","","","","59.96","","","","","","","","","","","","","","","","","","","","","","","","","11.73","","","","","","","","","","","","","","","","","","","","","","","","","29.08","","","","","","","","","","","","","22.93","","","","","","","","","","","","","","","","","","","","","","27.95","","","","",""
"502","2015-10-29 12:34:40","8","pl","2015-10-29 12:31:58","2015-10-29 12:34:40","","","11","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą robotników.","","","","","","","","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą dozorcy.","","","","","","Mężczyzna","1997.0000000000","Średnie","","Nie","Nie","159.62","45","","","","36.42","","","","","","","","","","","","","","","","","","","","","","","","","19.91","","","","","","","","","","","","","","","","","","","","","","","","","8.84","","","","","","","","","","","","","17.11","","","","","","","","","","","","","","","","","","","","","","32.34","","","","",""
"503","2015-10-29 12:34:55","8","pl","2015-10-29 12:32:13","2015-10-29 12:34:55","https://www.facebook.com/","","20","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","jest tylko w pewnym stopniu zasługą chłopca.","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","jest tylko w pewnym stopniu zasługą pani Malinowskiej.","","","","Kobieta","25.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","158.96","12.38","","","","13.78","","","","","","","","","","","","","","","","","","","","","","","","","54.46","","","","","","","","","","","","","","","","","","","","","","","","","26.96","","","","","","","","","","","","","10.16","","","","","","","","","","","","","","","","","23.18","","","","","18.04","","","","",""
"505","2015-10-29 12:37:02","8","pl","2015-10-29 12:35:09","2015-10-29 12:37:02","https://www.facebook.com","","6","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","2.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","Mężczyzna","1995.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Tak","110.77","30.72","","","","8.22","","","","","","","","","","","","","","","","","","","","","","","","","35.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.59","","","","","","","","","","","","","","","","","","","","","","23.34","","","","",""
"506","2015-10-29 12:36:46","8","pl","2015-10-29 12:35:23","2015-10-29 12:36:46","https://www.facebook.com/","","13","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mężczyzna","1962.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","81.42","8.08","","","","18.74","","","","","","","","","","","","","","","","","","","","","","","","","33.61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.99","","","","",""
"507","2015-10-29 12:40:03","8","pl","2015-10-29 12:38:10","2015-10-29 12:40:03","http://m.facebook.com/","","4","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1994.0000000000","Średnie","","Nie","Nie","111.6","14.01","","","","22.3","","","","","","","","","","","","","","","","","","","","","","","","","36.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.35","","","","",""
"508","2015-10-29 12:48:42","8","pl","2015-10-29 12:45:59","2015-10-29 12:48:42","https://www.facebook.com","","21","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","","","nie jest winą pani Malinowskiej.","","","Kobieta","1982.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","161.03","18.06","","","","11.33","","","","","","","","","","","","","","","","","","","","","","","","","53.52","","","","","","","","","","","","","","","","","","","","","","","","","8.14","","","","","","","","","","","","","27.51","","","","","","","","","","","","","","","","","18.7","","","","","23.77","","","","",""
"509","2015-10-29 12:51:05","8","pl","2015-10-29 12:50:09","2015-10-29 12:51:05","https://www.facebook.com/","","4","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Kobieta","1980.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","54.01","7.59","","","","17.59","","","","","","","","","","","","","","","","","","","","","","","","","12.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.64","","","","",""
"510","2015-10-29 12:53:33","8","pl","2015-10-29 12:50:21","2015-10-29 12:53:33","https://www.facebook.com/","","3","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest tylko w pewnym stopniu winą dozorcy.","","","","","","","","","","","","","","","","","","Kobieta","1964.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","189.31","10.85","","","","27.26","","","","","","","","","","","","","","","","","","","","","","","","","69.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.79","","","","","","","","","","","","","","","","","","","","","","46.25","","","","",""
"511","2015-10-29 12:55:10","8","pl","2015-10-29 12:52:28","2015-10-29 12:55:10","","","8","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","3.0000000000","","","","","","","","","","","","","","","","","jest w znacznym stopniu zasługą pani Malinowskiej.","","","","","","","","","","","","","jest w znacznym stopniu zasługą dozorcy.","","","","","","","","","","","","","","","","","","","Kobieta","1971.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","160.47","5.51","","","","36.1","","","","","","","","","","","","","","","","","","","","","","","","","56.23","","","","","","","","","","","","","","","","","","","","","","","","","9.37","","","","","","","","","","","","","19.69","","","","","","","","","","","","","","","","","","","","","","33.57","","","","",""
"512","2015-10-29 12:56:12","8","pl","2015-10-29 12:53:06","2015-10-29 12:56:12","https://www.facebook.com/","","21","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","","","","","","","","","","","","1.0000000000","","","","","","","","","","","","","nie jest winą chłopca.","","","","","","","","","","","jest w stopniu znikomym winą dozorcy.","","","","","","","","","jest w stopniu znikomym winą pani Malinowskiej.","","","Kobieta","1975.0000000000","Wyższe (licencjat, magister, inżynier)","","Nie","Nie","182.91","13.37","","","","17.42","","","","","","","","","","","","","","","","","","","","","","","","","70.19","","","","","","","","","","","","","","","","","","","","","","","","","18.14","","","","","","","","","","","","","19.91","","","","","","","","","","","","","","","","","9.63","","","","","34.25","","","","",""
"513","2015-10-29 13:00:18","8","pl","2015-10-29 12:54:07","2015-10-29 13:00:18","http://m.facebook.com","","6","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","4.0000000000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","jest  w znacznym stopniu winą dozorcy.","","","","","","","Mężczyzna","24.0000000000","Wyższe (licencjat, magister, inżynier)","","Tak","Nie","367.93","16.3","","","","116.48","","","","","","","","","","","","","","","","","","","","","","","","","99.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.17","","","","","","","","","","","","","","","","","","","","","","57.3","","","","",""
